"Date","Symbol","Marketcapname","Sector"
"17-08-2026","BALRAMCHIN","Midcap","FMCG"
"17-08-2026","BHEL","Largecap","Industrials"
"17-08-2026","CHENNPETRO","Largecap","Energy"
"17-08-2026","FINCABLES","Largecap","Industrials"
"17-08-2026","MFSL","Largecap","Financials"
"17-08-2026","DEEPAKNTR","Largecap","Chemicals"
"17-08-2026","HINDCOPPER","Largecap","Metals & Mining"
"17-08-2026","ELGIEQUIP","Midcap","Industrials"
"17-08-2026","KPIL","Largecap","Realty"
"17-08-2026","NATIONALUM","Largecap","Metals & Mining"
"17-08-2026","JINDALSTEL","Largecap","Metals & Mining"
"17-08-2026","RKFORGE","Midcap","Industrials"
"17-08-2026","UNOMINDA","Largecap","Auto"
"17-08-2026","KPRMILL","Largecap","Consumer Discretionary"
"17-08-2026","MOTILALOFS","Largecap","Financials"
"17-08-2026","OBEROIRLTY","Largecap","Realty"
"17-08-2026","GRAVITA","Midcap","Metals & Mining"
"17-08-2026","NAM-INDIA","Largecap","Financials"
"17-08-2026","AFFLE","Largecap","I.T"
"17-08-2026","CAMS","Midcap","Financials"
"17-08-2026","CONCORDBIO","Midcap","Healthcare"
"18-08-2026","AEGISLOG","Largecap","Services"
"18-08-2026","BEML","Midcap","Aerospace & Defence"
"18-08-2026","GLAXO","Largecap","Healthcare"
"18-08-2026","ASAHIINDIA","Largecap","Building Materials"
"18-08-2026","ACE","Midcap","Industrials"
"18-08-2026","TITAGARH","Midcap","Industrials"
"18-08-2026","ZFCVINDIA","Largecap","Auto"
"18-08-2026","ZENTEC","Midcap","Aerospace & Defence"
"18-08-2026","TIINDIA","Largecap","Industrials"
"18-08-2026","BDL","Largecap","Aerospace & Defence"
"18-08-2026","GRSE","Largecap","Aerospace & Defence"
"18-08-2026","JYOTICNC","Largecap","Industrials"
"18-08-2026","THELEELA","Midcap","Services"
"19-08-2026","ELGIEQUIP","Midcap","Industrials"
"19-08-2026","WELCORP","Largecap","Industrials"
"19-08-2026","CYIENT","Midcap","I.T"
"19-08-2026","PNBHOUSING","Largecap","Financials"
"19-08-2026","NAM-INDIA","Largecap","Financials"
"19-08-2026","CHALET","Midcap","Services"
"19-08-2026","RRKABEL","Largecap","Industrials"
"19-08-2026","JYOTICNC","Largecap","Industrials"
"20-08-2026","BALRAMCHIN","Midcap","FMCG"
"20-08-2026","ABREL","Midcap","Realty"
"20-08-2026","ELECON","Midcap","Industrials"
"20-08-2026","CARBORUNIV","Largecap","Industrials"
"20-08-2026","COFORGE","Largecap","I.T"
"20-08-2026","PVRINOX","Midcap","Media"
"20-08-2026","BRIGADE","Largecap","Realty"
"20-08-2026","OIL","Largecap","Energy"
"20-08-2026","RBLBANK","Largecap","Bank"
"20-08-2026","COHANCE","Midcap","Healthcare"
"20-08-2026","CARTRADE","Midcap","Consumer Discretionary"
"20-08-2026","PREMIERENE","Largecap","Services"
"20-08-2026","ACMESOLAR","Largecap","Realty"
"21-08-2026","AEGISLOG","Largecap","Services"
"21-08-2026","HINDZINC","Largecap","Metals & Mining"
"21-08-2026","APOLLOTYRE","Largecap","Auto"
"21-08-2026","ASAHIINDIA","Largecap","Building Materials"
"21-08-2026","WELCORP","Largecap","Industrials"
"21-08-2026","JBMA","Midcap","Auto"
"21-08-2026","IIFL","Largecap","Financials"
"21-08-2026","ACE","Midcap","Industrials"
"21-08-2026","BRIGADE","Largecap","Realty"
"21-08-2026","ZFCVINDIA","Largecap","Auto"
"21-08-2026","AUBANK","Largecap","Bank"
"21-08-2026","CDSL","Largecap","Financials"
"21-08-2026","BDL","Largecap","Aerospace & Defence"
"21-08-2026","JYOTICNC","Largecap","Industrials"
"21-08-2026","THELEELA","Midcap","Services"
"24-08-2026","JSWSTEEL","Largecap","Metals & Mining"
"24-08-2026","AARTIIND","Midcap","Chemicals"
"24-08-2026","WELCORP","Largecap","Industrials"
"24-08-2026","GLENMARK","Largecap","Healthcare"
"24-08-2026","REDINGTON","Largecap","Services"
"24-08-2026","BRIGADE","Largecap","Realty"
"24-08-2026","COCHINSHIP","Largecap","Aerospace & Defence"
"24-08-2026","ACMESOLAR","Largecap","Realty"
"24-08-2026","HEXT","Smallcap",""
"25-08-2026","SHRIRAMFIN","Largecap","Financials"
"25-08-2026","CYIENT","Midcap","I.T"
"25-08-2026","ZYDUSLIFE","Largecap","Healthcare"
"25-08-2026","FACT","Largecap","Chemicals"
"25-08-2026","CHALET","Midcap","Services"
"25-08-2026","MAZDOCK","Largecap","Aerospace & Defence"
"25-08-2026","PAYTM","Largecap","I.T"
"26-08-2026","HINDZINC","Largecap","Metals & Mining"
"26-08-2026","JSWSTEEL","Largecap","Metals & Mining"
"26-08-2026","KOTAKBANK","Largecap","Bank"
"26-08-2026","RAMCOCEM","Largecap","Building Materials"
"26-08-2026","HINDCOPPER","Largecap","Metals & Mining"
"26-08-2026","CYIENT","Midcap","I.T"
"26-08-2026","JINDALSTEL","Largecap","Metals & Mining"
"26-08-2026","ZYDUSLIFE","Largecap","Healthcare"
"26-08-2026","MOTILALOFS","Largecap","Financials"
"26-08-2026","LALPATHLAB","Largecap","Healthcare"
"26-08-2026","CDSL","Largecap","Financials"
"26-08-2026","GLAND","Largecap","Healthcare"
"26-08-2026","MEDANTA","Largecap","Healthcare"
"26-08-2026","ATHERENERG","Largecap","Auto"
"26-08-2026","ANTHEM","Largecap","Healthcare"
"26-08-2026","PIRAMALFIN","Smallcap",""
"27-08-2026","CGPOWER","Largecap","Industrials"
"27-08-2026","BHEL","Largecap","Industrials"
"27-08-2026","WHIRLPOOL","Midcap","Consumer Discretionary"
"27-08-2026","BBTC","Midcap","Auto"
"27-08-2026","WELCORP","Largecap","Industrials"
"27-08-2026","ZYDUSLIFE","Largecap","Healthcare"
"27-08-2026","KALYANKJIL","Largecap","Consumer Discretionary"
"27-08-2026","SONACOMS","Largecap","Auto"
"28-08-2026","BEML","Midcap","Aerospace & Defence"
"28-08-2026","ELGIEQUIP","Midcap","Industrials"
"28-08-2026","CONCOR","Largecap","Transportation"
"28-08-2026","POLYMED","Midcap","Healthcare"
"28-08-2026","CYIENT","Midcap","I.T"
"28-08-2026","GLENMARK","Largecap","Healthcare"
"28-08-2026","COFORGE","Largecap","I.T"
"28-08-2026","IIFL","Largecap","Financials"
"28-08-2026","OIL","Largecap","Energy"
"28-08-2026","APLAPOLLO","Largecap","Industrials"
"28-08-2026","NEWGEN","Midcap","I.T"
"28-08-2026","SHYAMMETL","Largecap","Metals & Mining"
"28-08-2026","LICI","Largecap","Financials"
"28-08-2026","ATHERENERG","Largecap","Auto"
"28-08-2026","PIRAMALFIN","Smallcap",""
"31-08-2026","CGPOWER","Largecap","Industrials"
"31-08-2026","BHEL","Largecap","Industrials"
"31-08-2026","SPLPETRO","Midcap","Energy"
"31-08-2026","AUROPHARMA","Largecap","Healthcare"
"31-08-2026","CYIENT","Midcap","I.T"
"31-08-2026","JINDALSTEL","Largecap","Metals & Mining"
"31-08-2026","INDIANB","Largecap","Bank"
"31-08-2026","DLF","Largecap","Realty"
"31-08-2026","KPRMILL","Largecap","Consumer Discretionary"
"31-08-2026","BRIGADE","Largecap","Realty"
"31-08-2026","JUBLFOOD","Largecap","Consumer Discretionary"
"31-08-2026","INDUSTOWER","Largecap","Telecom"
"31-08-2026","ICICIPRULI","Largecap","Financials"
"31-08-2026","TEJASNET","Midcap","Telecom"
"31-08-2026","VIJAYA","Midcap","Healthcare"
"31-08-2026","POLICYBZR","Largecap","I.T"
"31-08-2026","PAYTM","Largecap","I.T"
"31-08-2026","KFINTECH","Midcap","Financials"
"31-08-2026","INDGN","Midcap","Healthcare"
"31-08-2026","TBOTEK","Midcap","I.T"
"31-08-2026","ATHERENERG","Largecap","Auto"
"01-09-2026","CAPLIPOINT","Largecap","Healthcare"
"01-09-2026","JUBLPHARMA","Midcap","Healthcare"
"01-09-2026","WELCORP","Largecap","Industrials"
"01-09-2026","ECLERX","Midcap","I.T"
"01-09-2026","CONCORDBIO","Midcap","Healthcare"
"01-09-2026","ATHERENERG","Largecap","Auto"
"01-09-2026","ANTHEM","Largecap","Healthcare"
"02-09-2026","BEML","Midcap","Aerospace & Defence"
"02-09-2026","KAJARIACER","Midcap","Building Materials"
"02-09-2026","LICHSGFIN","Largecap","Financials"
"02-09-2026","UPL","Largecap","Chemicals"
"02-09-2026","WOCKPHARMA","Largecap","Healthcare"
"02-09-2026","REDINGTON","Largecap","Services"
"02-09-2026","DLF","Largecap","Realty"
"02-09-2026","ADANIPORTS","Largecap","Transportation"
"02-09-2026","ECLERX","Midcap","I.T"
"02-09-2026","KIRLOSENG","Largecap","Industrials"
"02-09-2026","ZENTEC","Midcap","Aerospace & Defence"
"02-09-2026","MUTHOOTFIN","Largecap","Financials"
"02-09-2026","CLEAN","Midcap","Chemicals"
"02-09-2026","SAILIFE","Largecap","Healthcare"
"03-09-2026","BALRAMCHIN","Midcap","FMCG"
"03-09-2026","FINCABLES","Largecap","Industrials"
"03-09-2026","LICHSGFIN","Largecap","Financials"
"03-09-2026","GESHIP","Largecap","Transportation"
"03-09-2026","ANANTRAJ","Largecap","Realty"
"03-09-2026","USHAMART","Midcap","Metals & Mining"
"03-09-2026","CAPLIPOINT","Largecap","Healthcare"
"03-09-2026","WELCORP","Largecap","Industrials"
"03-09-2026","UNOMINDA","Largecap","Auto"
"03-09-2026","PVRINOX","Midcap","Media"
"03-09-2026","ACE","Midcap","Industrials"
"03-09-2026","BRIGADE","Largecap","Realty"
"03-09-2026","KIRLOSENG","Largecap","Industrials"
"03-09-2026","RBLBANK","Largecap","Bank"
"03-09-2026","SBICARD","Largecap","Financials"
"03-09-2026","CARTRADE","Midcap","Consumer Discretionary"
"03-09-2026","JYOTICNC","Largecap","Industrials"
"04-09-2026","SPLPETRO","Midcap","Energy"
"04-09-2026","WOCKPHARMA","Largecap","Healthcare"
"04-09-2026","APLAPOLLO","Largecap","Industrials"
"04-09-2026","TEJASNET","Midcap","Telecom"
"04-09-2026","NUVOCO","Midcap","Building Materials"
"04-09-2026","HYUNDAI","Largecap","Auto"
"07-09-2026","SPLPETRO","Midcap","Energy"
"07-09-2026","ANANTRAJ","Largecap","Realty"
"07-09-2026","JUBLPHARMA","Midcap","Healthcare"
"07-09-2026","WOCKPHARMA","Largecap","Healthcare"
"07-09-2026","GRANULES","Largecap","Healthcare"
"07-09-2026","TITAGARH","Midcap","Industrials"
"07-09-2026","NH","Largecap","Healthcare"
"07-09-2026","SBICARD","Largecap","Financials"
"07-09-2026","SHYAMMETL","Largecap","Metals & Mining"
"07-09-2026","SYRMA","Largecap","Consumer Discretionary"
"08-09-2026","KAJARIACER","Midcap","Building Materials"
"08-09-2026","LICHSGFIN","Largecap","Financials"
"08-09-2026","SPLPETRO","Midcap","Energy"
"08-09-2026","HBLENGINE","Largecap","Auto"
"08-09-2026","JUBLPHARMA","Midcap","Healthcare"
"08-09-2026","GRANULES","Largecap","Healthcare"
"08-09-2026","PVRINOX","Midcap","Media"
"08-09-2026","KIRLOSENG","Largecap","Industrials"
"08-09-2026","AUBANK","Largecap","Bank"
"08-09-2026","SAILIFE","Largecap","Healthcare"
"08-09-2026","ANTHEM","Largecap","Healthcare"
"08-09-2026","PIRAMALFIN","Smallcap",""
"09-09-2026","BHEL","Largecap","Industrials"
"09-09-2026","CHENNPETRO","Largecap","Energy"
"09-09-2026","FINCABLES","Largecap","Industrials"
"09-09-2026","APOLLOTYRE","Largecap","Auto"
"09-09-2026","SARDAEN","Midcap","Metals & Mining"
"09-09-2026","GRAPHITE","Midcap","Industrials"
"09-09-2026","JSL","Largecap","Metals & Mining"
"09-09-2026","ADANIPORTS","Largecap","Transportation"
"09-09-2026","COCHINSHIP","Largecap","Aerospace & Defence"
"09-09-2026","PAYTM","Largecap","I.T"
"09-09-2026","ABDL","Midcap","FMCG"
"10-09-2026","FINCABLES","Largecap","Industrials"
"10-09-2026","WELCORP","Largecap","Industrials"
"10-09-2026","GRANULES","Largecap","Healthcare"
"10-09-2026","ATHERENERG","Largecap","Auto"
"11-09-2026","AEGISLOG","Largecap","Services"
"11-09-2026","GRAPHITE","Midcap","Industrials"
"11-09-2026","GRANULES","Largecap","Healthcare"
"11-09-2026","SUNTV","Midcap","Media"
"11-09-2026","MOTILALOFS","Largecap","Financials"
"11-09-2026","SCHNEIDER","Largecap","Industrials"
"11-09-2026","AIIL","Largecap","Financials"
"11-09-2026","ABSLAMC","Largecap","Financials"
"11-09-2026","PAYTM","Largecap","I.T"
"11-09-2026","FIVESTAR","Midcap","Financials"
"11-09-2026","ABDL","Midcap","FMCG"
"15-09-2026","ACMESOLAR","Largecap","Realty"
"16-09-2026","AEGISLOG","Largecap","Services"
"16-09-2026","BEML","Midcap","Aerospace & Defence"
"16-09-2026","FINCABLES","Largecap","Industrials"
"16-09-2026","GODREJIND","Largecap","Chemicals"
"16-09-2026","PATANJALI","Largecap","FMCG"
"16-09-2026","TATACOMM","Largecap","Telecom-Service"
"16-09-2026","VTL","Midcap","Textiles"
"16-09-2026","REDINGTON","Largecap","Services"
"16-09-2026","ECLERX","Midcap","I.T"
"16-09-2026","BRIGADE","Largecap","Realty"
"16-09-2026","TEGA","Midcap","Industrials"
"16-09-2026","ABDL","Midcap","FMCG"
"17-09-2026","GESHIP","Largecap","Transportation"
"17-09-2026","TATAINVEST","Largecap","Financials"
"17-09-2026","ANANTRAJ","Largecap","Realty"
"17-09-2026","HBLENGINE","Largecap","Auto"
"17-09-2026","INDIACEM","Midcap","Building Materials"
"17-09-2026","GRANULES","Largecap","Healthcare"
"17-09-2026","ACE","Midcap","Industrials"
"17-09-2026","REDINGTON","Largecap","Services"
"17-09-2026","ASTRAL","Largecap","Plastic products"
"17-09-2026","KIRLOSENG","Largecap","Industrials"
"17-09-2026","SBICARD","Largecap","Financials"
"17-09-2026","GLAND","Largecap","Healthcare"
"17-09-2026","KIMS","Largecap","Healthcare"
"17-09-2026","VIJAYA","Midcap","Healthcare"
"17-09-2026","TEGA","Midcap","Industrials"
"17-09-2026","SYRMA","Largecap","Consumer Discretionary"
"17-09-2026","INDGN","Midcap","Healthcare"
"18-09-2026","AEGISLOG","Largecap","Services"
"18-09-2026","BEML","Midcap","Aerospace & Defence"
"18-09-2026","PATANJALI","Largecap","FMCG"
"18-09-2026","TATAPOWER","Largecap","Power & Utilities"
"18-09-2026","SPLPETRO","Midcap","Energy"
"18-09-2026","COLPAL","Largecap","FMCG"
"18-09-2026","TATAINVEST","Largecap","Financials"
"18-09-2026","BBTC","Midcap","Auto"
"18-09-2026","VTL","Midcap","Textiles"
"18-09-2026","COROMANDEL","Largecap","Chemicals"
"18-09-2026","CARBORUNIV","Largecap","Industrials"
"18-09-2026","KPIL","Largecap","Realty"
"18-09-2026","CAPLIPOINT","Largecap","Healthcare"
"18-09-2026","AUROPHARMA","Largecap","Healthcare"
"18-09-2026","JUBLPHARMA","Midcap","Healthcare"
"18-09-2026","WELCORP","Largecap","Industrials"
"18-09-2026","JSL","Largecap","Metals & Mining"
"18-09-2026","ADANIPORTS","Largecap","Transportation"
"18-09-2026","AIIL","Largecap","Financials"
"18-09-2026","RBLBANK","Largecap","Bank"
"18-09-2026","ADANIGREEN","Largecap","Power & Utilities"
"18-09-2026","ATGL","Largecap","Energy"
"18-09-2026","CHALET","Midcap","Services"
"18-09-2026","AFFLE","Largecap","I.T"
"18-09-2026","HOMEFIRST","Midcap","Financials"
"18-09-2026","KIMS","Largecap","Healthcare"
"18-09-2026","VIJAYA","Midcap","Healthcare"
"18-09-2026","PAYTM","Largecap","I.T"
"18-09-2026","SYRMA","Largecap","Consumer Discretionary"
"18-09-2026","JYOTICNC","Largecap","Industrials"
"18-09-2026","BHARTIHEXA","Largecap","Telecom-Service"
"18-09-2026","TBOTEK","Midcap","I.T"
"18-09-2026","ACMESOLAR","Largecap","Realty"
"18-09-2026","SAILIFE","Largecap","Healthcare"
"18-09-2026","IKS","Largecap","I.T"
